,time,open,high,low,close,EMA90,EMA75,EMA60,EMA,EMA30,ParabolicSAR,loop,step,open_price,Max_bar,Max_TP,Long_ba,close_price,DD_bar,DD_point,status,Index,TotalDD_bar,ac,accum_winrate,side,result,profit,prob,results
0,2015-02-10T13:00:00+07:00,0.74241,0.74377,0.73962,0.73968,0.743857813,0.741509618,0.739751525,0.738503038,0.738394638,0.734108332,3,2,0.75061,44,0.71762,74,0.73968,0,0.75274,Sell,1,74,,,Sell,win,0.010929999999999995,1.456148998814297,Sellwin
1,2015-03-09T12:00:00+07:00,0.73329,0.73866,0.73265,0.73863,0.749683375,0.749616176,0.74945833,0.748873755,0.747251489,0.743927309,3,1,0.73968,73,0.76135,114,0.73863,12,0.73133,Buy,2,114,,,Buy,loss,-0.0010499999999999954,-0.14195327709279626,Buyloss
2,2015-03-20T20:00:00+07:00,0.74618,0.75835,0.74589,0.75704,0.740833633,0.740287734,0.739837861,0.739700333,0.740467087,0.737478383,3,2,0.73863,16,0.71621,57,0.75704,0,0.75835,Sell,3,57,,,Sell,loss,-0.018410000000000037,-2.4924522426654803,Sellloss
3,2015-04-01T12:00:00+07:00,0.74668,0.74708,0.73912,0.73991,0.750242843,0.750801891,0.751428606,0.751911086,0.751538717,0.749885668,3,1,0.75704,11,0.76972,46,0.73991,0,0.73912,Buy,4,46,,,Buy,loss,-0.01713000000000009,-2.262760224030446,Buyloss
4,2015-04-09T20:00:00+07:00,0.75868,0.75962,0.7536,0.755,0.752448348,0.752976053,0.753535415,0.754088458,0.754666068,0.75143619,3,2,0.73991,1,0.73912,39,0.755,15,0.76303,Sell,5,39,,,Sell,loss,-0.015090000000000048,-2.0394372288521643,Sellloss
5,2015-04-14T16:00:00+07:00,0.74403,0.75127,0.7436,0.75048,0.751495202,0.751650157,0.751668611,0.751405496,0.750601331,0.752036996,3,1,0.755,3,0.75981,17,0.75048,11,0.74217,Buy,6,17,,,Buy,loss,-0.0045199999999999685,-0.5986754966887375,Buyloss
6,2015-04-17T12:00:00+07:00,0.76613,0.77073,0.76605,0.77014,0.754079073,0.75463698,0.755293871,0.756168294,0.757687673,0.759536823,3,2,0.75048,1,0.7436,18,0.77014,0,0.77073,Sell,7,18,,,Sell,loss,-0.01966000000000001,-2.6196567530114074,Sellloss
7,2015-04-27T04:00:00+07:00,0.75838,0.76191,0.75838,0.76056,0.759027354,0.759762424,0.760500605,0.761139237,0.761332168,0.762172602,3,1,0.77014,1,0.77405,34,0.76056,25,0.75363,Buy,8,34,,,Buy,loss,-0.009580000000000033,-1.2439296751240076,Buyloss
8,2015-04-29T20:00:00+07:00,0.7695,0.77444,0.76864,0.773,0.761465713,0.762364935,0.763341438,0.76441016,0.765666665,0.76712,3,2,0.76056,0,0.75833,17,0.773,0,0.77444,Sell,9,17,,,Sell,loss,-0.012440000000000007,-1.6356368991269599,Sellloss
9,2015-05-04T04:00:00+07:00,0.75228,0.75395,0.75077,0.7511,0.760720525,0.761194014,0.761535602,0.761588529,0.760991403,0.761883121,3,1,0.773,0,0.77444,14,0.7511,12,0.75071,Buy,10,14,,,Buy,loss,-0.02190000000000003,-2.833117723156537,Buyloss
10,2015-08-22T00:00:00+07:00,0.67041,0.67043,0.66776,0.66789,0.65942991,0.659331318,0.659475766,0.659956033,0.661000855,0.657953978,3,2,0.7511,434,0.64672,480,0.66789,11,0.75773,Sell,11,480,,,Sell,win,0.08321,11.078418319797633,Sellwin
11,2015-09-01T08:00:00+07:00,0.63508,0.63887,0.6346,0.6375,0.651518318,0.650397312,0.649035282,0.64723197,0.644668947,0.652692825,3,1,0.66789,0,0.67043,38,0.6375,5,0.61968,Buy,12,38,,,Buy,loss,-0.030390000000000028,-4.550150473880434,Buyloss
12,2015-09-18T16:00:00+07:00,0.64174,0.64565,0.64101,0.64511,0.636705018,0.635781869,0.63506398,0.634744319,0.635124888,0.633475232,3,2,0.6375,28,0.62437,81,0.64511,0,0.64565,Sell,13,81,,,Sell,loss,-0.007610000000000006,-1.1937254901960794,Sellloss
13,2015-09-23T12:00:00+07:00,0.62615,0.62798,0.62552,0.62749,0.635258061,0.634411413,0.633694095,0.633126232,0.632530433,0.63502388,3,1,0.64511,0,0.64565,17,0.62749,0,0.62552,Buy,14,17,,,Buy,loss,-0.01761999999999997,-2.7313171397126026,Buyloss
14,2015-09-30T08:00:00+07:00,0.63731,0.63788,0.63593,0.6375,0.634507662,0.634057113,0.633798009,0.633781322,0.63406491,0.629496308,3,2,0.62749,3,0.62363,30,0.6375,18,0.64024,Sell,15,30,,,Sell,loss,-0.010009999999999963,-1.5952445457298066,Sellloss
15,2015-10-30T00:00:00+07:00,0.66851,0.66969,0.66786,0.66917,0.670995168,0.672349739,0.673400981,0.673832515,0.673224059,0.67135,3,1,0.6375,67,0.68974,130,0.66917,2,0.6359,Buy,16,130,,,Buy,win,0.03167000000000009,4.967843137254916,Buywin
16,2015-11-27T05:00:00+07:00,0.65681,0.65782,0.65563,0.65714,0.655949691,0.655420416,0.654998391,0.654901695,0.655393869,0.655048755,3,2,0.66917,85,0.64285,122,0.65714,7,0.67917,Sell,17,122,,,Sell,win,0.012030000000000096,1.7977494508122145,Sellwin
17,2016-01-06T05:00:00+07:00,0.6703,0.67079,0.66428,0.66472,0.676860315,0.677513352,0.677959704,0.677953771,0.676972678,0.673319174,3,1,0.65714,130,0.6883,156,0.66472,6,0.65143,Buy,18,156,,,Buy,win,0.007580000000000031,1.1534832760142484,Buywin
18,2016-02-04T13:00:00+07:00,0.66515,0.67047,0.66501,0.67009,0.652967914,0.65267994,0.652786512,0.653582185,0.655521915,0.656752304,3,2,0.66472,63,0.6347,129,0.67009,1,0.67079,Sell,19,129,,,Sell,loss,-0.005369999999999986,-0.8078589481285332,Sellloss
19,2016-03-01T21:00:00+07:00,0.66188,0.66223,0.6571,0.66069,0.663259122,0.663570826,0.663799562,0.663814285,0.663383605,0.667694082,3,1,0.67009,94,0.67747,110,0.66069,50,0.65449,Buy,20,110,,,Buy,loss,-0.009399999999999964,-1.4027966392574078,Buyloss
20,2016-03-05T01:00:00+07:00,0.68094,0.68189,0.67963,0.68109,0.665743271,0.666373464,0.66710536,0.66803507,0.669532495,0.671908027,3,2,0.66069,1,0.6571,20,0.68109,0,0.68189,Sell,21,20,,,Sell,loss,-0.020399999999999974,-3.0876810607092544,Sellloss
21,2016-03-16T12:00:00+07:00,0.66002,0.66239,0.65936,0.6617,0.667998121,0.668239002,0.668305835,0.668025398,0.667023514,0.671373998,3,1,0.68109,0,0.68189,45,0.6617,44,0.65764,Buy,22,45,,,Buy,loss,-0.01939000000000002,-2.8469071635173058,Buyloss
22,2016-03-19T00:00:00+07:00,0.6801,0.68025,0.6783,0.67857,0.670825056,0.671479482,0.672203042,0.673091912,0.674501599,0.677660259,3,2,0.6617,2,0.65751,16,0.67857,12,0.6874,Sell,23,16,,,Sell,loss,-0.01687000000000005,-2.5494937282756616,Sellloss
23,2016-03-25T08:00:00+07:00,0.66972,0.66982,0.66792,0.6689,0.671559995,0.67194341,0.67224187,0.672376036,0.672135477,0.670594479,3,1,0.67857,0,0.68025,26,0.6689,21,0.66713,Buy,24,26,,,Buy,loss,-0.009669999999999956,-1.4250556316960603,Buyloss
24,2016-03-30T16:00:00+07:00,0.69209,0.69423,0.69121,0.69255,0.673475757,0.674071435,0.674742826,0.675609799,0.677071197,0.681443037,3,2,0.6689,6,0.66681,21,0.69255,20,0.69655,Sell,25,21,,,Sell,loss,-0.02364999999999995,-3.5356555538944456,Sellloss
25,2016-04-08T12:00:00+07:00,0.67736,0.68094,0.67736,0.67875,0.679371717,0.680079984,0.680729679,0.681190227,0.681115215,0.685473682,3,1,0.69255,7,0.69661,41,0.67875,25,0.67589,Buy,26,41,,,Buy,loss,-0.013800000000000034,-1.9926359107645708,Buyloss
26,2016-04-13T16:00:00+07:00,0.69263,0.69335,0.6902,0.69175,0.682165912,0.68306624,0.684025037,0.685083172,0.686439263,0.687099847,3,2,0.67875,0,0.67735,20,0.69175,18,0.69522,Sell,27,20,,,Sell,loss,-0.013000000000000012,-1.9152854511970552,Sellloss
27,2016-04-27T20:00:00+07:00,0.68618,0.68632,0.68383,0.68492,0.688549505,0.689107062,0.689481295,0.68951233,0.6889155,0.690637616,3,1,0.69175,25,0.7054,61,0.68492,5,0.68236,Buy,28,61,,,Buy,loss,-0.006830000000000003,-0.9873509215757142,Buyloss
28,2016-05-02T04:00:00+07:00,0.6975,0.70181,0.69707,0.70179,0.690452013,0.69116928,0.691843649,0.69250105,0.693365273,0.68837168,3,2,0.68492,2,0.68065,15,0.70179,0,0.70181,Sell,29,15,,,Sell,loss,-0.01687000000000005,-2.463061379431182,Sellloss
29,2016-05-06T16:00:00+07:00,0.68442,0.68806,0.68069,0.68281,0.691017674,0.691352911,0.691499414,0.691338956,0.690595538,0.691270112,3,1,0.70179,7,0.70536,27,0.68281,0,0.68069,Buy,30,27,,,Buy,loss,-0.018979999999999997,-2.7045127459781413,Buyloss
30,2016-06-03T04:00:00+07:00,0.68067,0.6824,0.68007,0.68137,0.677581716,0.677101629,0.676741024,0.676677211,0.677237892,0.677265076,3,2,0.68281,95,0.6675,113,0.68137,1,0.68806,Sell,31,113,,,Sell,win,0.0014399999999999968,0.210893220661677,Sellwin
31,2016-06-29T04:00:00+07:00,0.70419,0.70811,0.70409,0.70617,0.705326303,0.70659709,0.70772512,0.708439366,0.708257325,0.714085236,3,1,0.68137,90,0.72984,108,0.70617,0,0.68007,Buy,32,108,,,Buy,win,0.024799999999999933,3.639725846456394,Buywin
32,2016-07-02T00:00:00+07:00,0.7169,0.71734,0.71543,0.71699,0.707701193,0.708907861,0.710019844,0.710955625,0.711807108,0.709789036,3,2,0.70617,0,0.70187,18,0.71699,17,0.71975,Sell,33,18,,,Sell,loss,-0.010820000000000052,-1.5322089581828813,Sellloss
33,2016-07-18T08:00:00+07:00,0.70801,0.70991,0.70726,0.70963,0.71768544,0.718672236,0.719470211,0.719895956,0.719449487,0.716243695,3,1,0.71699,41,0.73247,62,0.70963,61,0.70685,Buy,34,62,,,Buy,loss,-0.007360000000000033,-1.0265136194368167,Buyloss
34,2016-08-01T04:00:00+07:00,0.72006,0.72078,0.7188,0.72035,0.709191825,0.708907908,0.708585246,0.708499588,0.709365128,0.710646037,3,2,0.70963,18,0.69514,60,0.72035,59,0.72292,Sell,35,60,,,Sell,loss,-0.010720000000000063,-1.5106463931908267,Sellloss
35,2016-08-09T16:00:00+07:00,0.7137,0.71527,0.71287,0.71368,0.713477272,0.713791422,0.714181578,0.714661009,0.714995759,0.7153232,3,1,0.72035,10,0.72564,39,0.71368,31,0.70869,Buy,36,39,,,Buy,loss,-0.006670000000000065,-0.925938779759848,Buyloss
36,2016-08-11T20:00:00+07:00,0.72518,0.72662,0.72287,0.72346,0.715655412,0.716254631,0.71702252,0.71803972,0.719375364,0.722144736,3,2,0.71368,0,0.71105,14,0.72346,10,0.73386,Sell,37,14,,,Sell,loss,-0.009780000000000011,-1.3703620670328454,Sellloss
37,2016-08-30T20:00:00+07:00,0.72293,0.72359,0.72134,0.72206,0.724785069,0.725483789,0.726111203,0.726526388,0.726423696,0.730192615,3,1,0.72346,66,0.73805,78,0.72206,9,0.71646,Buy,38,78,,,Buy,loss,-0.0013999999999999568,-0.19351449976501214,Buyloss
38,2016-09-05T20:00:00+07:00,0.73083,0.73108,0.7297,0.73077,0.726109076,0.726708247,0.727262416,0.72776205,0.728326582,0.7292951,3,2,0.72206,2,0.72041,25,0.73077,18,0.73601,Sell,39,25,,,Sell,loss,-0.008709999999999996,-1.2062709470127129,Sellloss
39,2016-09-14T16:00:00+07:00,0.72766,0.72861,0.726,0.7274,0.73127089,0.731891161,0.732387708,0.732604695,0.732120138,0.734267551,3,1,0.73077,12,0.74854,41,0.7274,37,0.72348,Buy,40,41,,,Buy,loss,-0.003369999999999984,-0.461157409307988,Buyloss
40,2016-10-19T20:00:00+07:00,0.7198,0.72489,0.7195,0.72311,0.716977831,0.716187488,0.715485517,0.715127952,0.715694104,0.71916,3,2,0.7274,126,0.70345,152,0.72311,34,0.737,Sell,41,152,,,Sell,win,0.004290000000000016,0.5897717899367633,Sellwin
41,2016-10-28T00:00:00+07:00,0.71171,0.71235,0.71081,0.71201,0.716417467,0.715996683,0.71567073,0.715456852,0.715215785,0.717199137,3,1,0.72311,2,0.72659,37,0.71201,0,0.71081,Buy,42,37,,,Buy,loss,-0.011099999999999999,-1.535036163239341,Buyloss
42,2016-11-03T04:00:00+07:00,0.7288,0.72948,0.72783,0.72903,0.717624106,0.717656788,0.717920711,0.718541636,0.719797543,0.723895987,3,2,0.71201,1,0.71081,26,0.72903,25,0.73101,Sell,43,26,,,Sell,loss,-0.017019999999999924,-2.390415864945706,Sellloss
43,2016-11-14T05:00:00+07:00,0.71396,0.71408,0.70748,0.70882,0.723289917,0.72371798,0.724145069,0.724326614,0.72355736,0.722353307,3,1,0.72903,23,0.74028,42,0.70882,0,0.70748,Buy,44,42,,,Buy,loss,-0.02020999999999995,-2.7721767279810092,Buyloss
44,2016-11-30T05:00:00+07:00,0.7126,0.71577,0.7124,0.71528,0.709398242,0.708532816,0.707662214,0.706984139,0.707007235,0.70775,3,2,0.70882,50,0.69713,73,0.71528,0,0.71577,Sell,45,73,,,Sell,loss,-0.006460000000000021,-0.9113738325668042,Sellloss
45,2016-12-17T01:00:00+07:00,0.69798,0.69821,0.69499,0.69569,0.711877525,0.711750807,0.711548506,0.711037602,0.70956239,0.708396079,3,1,0.71528,64,0.72387,77,0.69569,76,0.69309,Buy,46,77,,,Buy,loss,-0.019589999999999996,-2.7387876076501505,Buyloss
46,2017-01-10T09:00:00+07:00,0.7011,0.70476,0.70072,0.7029,0.697977561,0.697482025,0.697199322,0.697322301,0.698100427,0.695679331,3,2,0.69569,30,0.68621,87,0.7029,0,0.70476,Sell,47,87,,,Sell,loss,-0.007209999999999939,-1.0363811467751352,Sellloss
47,2017-02-11T01:00:00+07:00,0.71965,0.72099,0.71897,0.71991,0.723911981,0.724680959,0.725190382,0.725187257,0.724253281,0.724846703,3,1,0.7029,120,0.73756,142,0.71991,2,0.69585,Buy,48,142,,,Buy,win,0.01701000000000008,2.4199743918053893,Buywin
48,2017-03-21T00:00:00+07:00,0.70462,0.70561,0.70429,0.70531,0.701673829,0.700620505,0.69971541,0.699253608,0.699774253,0.699104541,3,2,0.71991,112,0.689,157,0.70531,54,0.72467,Sell,49,157,,,Sell,win,0.014600000000000057,2.0280312816879964,Sellwin
49,2017-04-03T04:00:00+07:00,0.70049,0.70124,0.69971,0.70108,0.702075328,0.70179224,0.701632465,0.701546416,0.701314418,0.70171,3,1,0.70531,5,0.70899,55,0.70108,52,0.69758,Buy,50,55,,,Buy,loss,-0.004229999999999956,-0.5997362861720316,Buyloss
50,2017-04-15T00:00:00+07:00,0.70031,0.70093,0.69937,0.70015,0.698566025,0.69823944,0.69797647,0.697821945,0.697957026,0.6980692,3,2,0.70108,48,0.69093,60,0.70015,7,0.70221,Sell,51,60,,,Sell,win,0.0009299999999999864,0.13265247903234814,Sellwin
51,2017-04-27T08:00:00+07:00,0.69018,0.69206,0.68936,0.69109,0.698484564,0.698207921,0.697850331,0.697262391,0.696063666,0.693546232,3,1,0.70015,14,0.70529,50,0.69109,47,0.68721,Buy,52,50,,,Buy,loss,-0.009060000000000068,-1.2940084267657026,Buyloss
52,2017-05-23T00:00:00+07:00,0.69972,0.69975,0.69865,0.69969,0.691137984,0.691004986,0.691040855,0.691368063,0.692207354,0.690736167,3,2,0.69109,60,0.68176,107,0.69969,106,0.69981,Sell,53,107,,,Sell,loss,-0.008600000000000052,-1.2444110029084565,Sellloss
53,2017-07-11T08:00:00+07:00,0.72525,0.72528,0.72301,0.7232,0.726609144,0.727184538,0.727561857,0.727671549,0.72743076,0.73022243,3,1,0.69969,172,0.73461,212,0.7232,0,0.69865,Buy,54,212,,,Buy,win,0.02350999999999992,3.3600594549014446,Buywin
54,2017-07-17T04:00:00+07:00,0.73402,0.73607,0.73399,0.73441,0.727594285,0.728106484,0.728535616,0.728959062,0.72964786,0.729720774,3,2,0.7232,4,0.72016,24,0.73441,15,0.73685,Sell,55,24,,,Sell,loss,-0.011210000000000053,-1.5500553097345207,Sellloss
55,2017-08-07T08:00:00+07:00,0.74128,0.74161,0.73952,0.73999,0.741843543,0.742699972,0.74342099,0.743836815,0.74360591,0.7452625,3,1,0.73441,49,0.7558,91,0.73999,6,0.72605,Buy,56,91,,,Buy,win,0.005580000000000029,0.7597935757955405,Buywin
56,2017-09-12T00:00:00+07:00,0.72554,0.72594,0.72394,0.72519,0.723998961,0.723569895,0.723302656,0.72335468,0.723965189,0.723818336,3,2,0.73999,111,0.71315,155,0.72519,0,0.74164,Sell,57,155,,,Sell,win,0.014800000000000035,2.000027027392267,Sellwin
57,2017-09-27T04:00:00+07:00,0.7207,0.72134,0.71872,0.7196,0.72696511,0.727058537,0.727163468,0.72713205,0.726553331,0.722110672,3,1,0.72519,42,0.74341,67,0.7196,65,0.71677,Buy,58,67,,,Buy,loss,-0.005589999999999984,-0.7708324714902279,Buyloss
58,2017-10-16T20:00:00+07:00,0.71918,0.71932,0.7175,0.71832,0.715687896,0.714935177,0.714211767,0.71369791,0.713869527,0.71712,3,2,0.7196,55,0.70559,83,0.71832,17,0.72439,Sell,59,83,,,Sell,win,0.0012800000000000589,0.1778765981100693,Sellwin
59,2017-10-23T08:00:00+07:00,0.69446,0.69693,0.69392,0.69679,0.711705911,0.710648943,0.709438877,0.707960115,0.705782971,0.701283359,3,1,0.71832,2,0.72068,27,0.69679,26,0.69311,Buy,60,27,,,Buy,loss,-0.021529999999999938,-2.9972714110702667,Buyloss
60,2017-11-09T09:00:00+07:00,0.69514,0.6971,0.69511,0.69571,0.694184265,0.693083924,0.692192285,0.691708361,0.691896918,0.68991049,3,2,0.69679,25,0.68182,79,0.69571,7,0.70043,Sell,61,79,,,Sell,win,0.0010799999999999699,0.15499648387605588,Sellwin
61,2017-11-16T17:00:00+07:00,0.68514,0.68545,0.68357,0.68503,0.691832331,0.690994467,0.690275277,0.689645752,0.688886919,0.691073486,3,1,0.69571,2,0.69799,32,0.68503,0,0.68357,Buy,62,32,,,Buy,loss,-0.010680000000000023,-1.535122392951089,Buyloss
62,2017-11-28T01:00:00+07:00,0.69094,0.69137,0.69031,0.69119,0.688113609,0.687562662,0.687181468,0.68704855,0.687366022,0.686023984,3,2,0.68503,7,0.67804,45,0.69119,44,0.69261,Sell,63,45,,,Sell,loss,-0.006159999999999943,-0.8992306906266796,Sellloss
63,2018-02-08T05:00:00+07:00,0.72371,0.72389,0.71991,0.72044,0.730482132,0.731127082,0.731462459,0.731332418,0.73050457,0.734309232,3,1,0.69119,240,0.74359,301,0.72044,19,0.68165,Buy,64,301,,,Buy,win,0.029249999999999998,4.231832057755465,Buywin
64,2018-02-15T21:00:00+07:00,0.73804,0.73937,0.73671,0.73825,0.729583187,0.729873103,0.730048794,0.730263321,0.731018684,0.729334127,3,2,0.72044,3,0.71765,35,0.73825,33,0.74116,Sell,65,35,,,Sell,loss,-0.017809999999999993,-2.472100383099216,Sellloss
65,2018-02-28T01:00:00+07:00,0.72459,0.725,0.72311,0.72336,0.731537586,0.731638573,0.731580982,0.731288448,0.730516805,0.73326978,3,1,0.73825,4,0.7437,49,0.72336,0,0.72311,Buy,66,49,,,Buy,loss,-0.014889999999999959,-2.0169319336268146,Buyloss
66,2018-03-12T08:00:00+07:00,0.72966,0.73233,0.72948,0.73198,0.727864515,0.72763118,0.727371287,0.727189355,0.727312926,0.724152533,3,2,0.72336,9,0.71862,51,0.73198,0,0.73233,Sell,67,51,,,Sell,loss,-0.008619999999999961,-1.191661136916606,Sellloss
67,2018-03-19T16:00:00+07:00,0.72043,0.7229,0.71998,0.72126,0.727945334,0.727761807,0.727527442,0.727190224,0.726474675,0.723551228,3,1,0.73198,9,0.73546,32,0.72126,31,0.71959,Buy,68,32,,,Buy,loss,-0.010719999999999952,-1.464520888548861,Buyloss
68,2018-04-05T12:00:00+07:00,0.72914,0.72977,0.72805,0.72854,0.725482245,0.725431233,0.725477523,0.725708191,0.726308197,0.725598335,3,2,0.72126,13,0.71532,78,0.72854,76,0.73222,Sell,69,78,,,Sell,loss,-0.007279999999999953,-1.0093447577849808,Sellloss
69,2018-04-20T04:00:00+07:00,0.72712,0.72715,0.72463,0.72512,0.731216334,0.731631392,0.732043367,0.732315708,0.732089392,0.732588378,3,1,0.72854,36,0.73954,64,0.72512,7,0.72413,Buy,70,64,,,Buy,loss,-0.0034199999999999786,-0.4694320147143573,Buyloss
70,2018-06-01T04:00:00+07:00,0.69991,0.70191,0.69949,0.70176,0.69536981,0.694882804,0.694705082,0.694967748,0.695846574,0.69594639,3,2,0.72512,110,0.6851,181,0.70176,0,0.72733,Sell,71,181,,,Sell,win,0.023359999999999936,3.2215357458075817,Sellwin
71,2018-06-18T20:00:00+07:00,0.69504,0.69538,0.69242,0.69262,0.699150877,0.699161123,0.69913081,0.698855417,0.697945701,0.696221037,3,1,0.70176,20,0.706,70,0.69262,67,0.69201,Buy,72,70,,,Buy,loss,-0.009140000000000037,-1.3024395804833613,Buyloss
