,time,open,high,low,close,EMA90,EMA75,EMA60,EMA45,EMA,ParabolicSAR,loop,step,open_price,Max_bar,Max_TP,Max_AFDD,Max_AFDDBar,Long_ba,close_price,DD_bar,DD_point,status,Index,TotalDD_bar,ac,accum_winrate,side,result,profit,prob,results
0,2015-03-09T12:00:00+07:00,120.946,121.072,120.723,120.736,119.5127278,119.6209882,119.749104,119.9053788,120.1085427,120.181752,3,2,118.531,43,116.873,121.284,4,188,120.736,4,121.284,Sell,1,188,,,Sell,loss,-2.2049999999999983,-1.8602728400165343,Sellloss
1,2015-04-06T04:00:00+07:00,118.845,119.062,118.798,119.03,119.8348141,119.7890491,119.7211975,119.6358247,119.5449882,119.9365011,3,1,120.736,5,122.024,118.33,40,118,119.03,40,118.33,Buy,2,118,,,Buy,loss,-1.706000000000003,-1.4130002650410838,Buyloss
2,2015-05-21T08:00:00+07:00,121.074,121.209,121.026,121.045,119.9166796,119.9689504,120.0425623,120.1517831,120.3345225,120.912,3,2,119.03,111,118.496,121.485,2,200,121.045,2,121.485,Sell,3,200,,,Sell,loss,-2.0150000000000006,-1.6928505418801987,Sellloss
3,2015-07-08T00:00:00+07:00,122.275,122.652,122.215,122.522,123.0247193,122.9885741,122.9281176,122.8460066,122.7457753,122.81866,3,1,121.045,69,125.856,121.842,11,202,122.522,195,120.64,Buy,4,202,,,Buy,win,1.4770000000000039,1.2202073608988424,Buywin
4,2015-07-20T08:00:00+07:00,124.106,124.194,124.103,124.141,123.1820496,123.228711,123.3055515,123.4399424,123.6666422,123.7155029,3,2,122.522,7,120.413,124.231,7,51,124.141,7,124.231,Sell,5,51,,,Sell,loss,-1.6189999999999998,-1.3213953412448374,Sellloss
5,2015-08-24T16:00:00+07:00,120.685,120.715,119.54,119.639,123.7439637,123.6728277,123.5486819,123.333122,122.9425163,121.8773788,3,1,124.141,102,125.28,119.54,51,152,119.639,152,119.54,Buy,6,152,,,Buy,loss,-4.5020000000000095,-3.6265214554418037,Buyloss
6,2015-10-30T08:00:00+07:00,120.899,121.486,120.293,121.313,120.2957524,120.3499915,120.4303365,120.5432513,120.6898997,120.1524687,3,2,119.639,2,116.082,121.738,266,293,121.313,266,121.738,Sell,7,293,,,Sell,loss,-1.6740000000000066,-1.3992092879412288,Sellloss
7,2015-12-23T09:00:00+07:00,121.004,121.048,120.977,121.018,121.8560355,121.7733981,121.6679222,121.5419714,121.397038,121.6693925,3,1,121.313,82,123.756,120.343,39,228,121.018,222,120.256,Buy,8,228,,,Buy,loss,-0.2950000000000017,-0.24317261958734984,Buyloss
8,2016-02-01T05:00:00+07:00,121.324,121.487,121.102,121.277,118.6560558,118.6568313,118.7282369,118.909787,119.2654749,119.282624,3,2,121.018,110,115.97,121.688,2,156,121.277,2,121.688,Sell,9,156,,,Sell,loss,-0.25900000000000034,-0.21401774942570556,Sellloss
9,2016-02-10T21:00:00+07:00,114.851,115.197,113.726,114.144,117.5795057,117.3849989,117.1281493,116.7464373,116.1316964,115.6157072,3,1,121.277,0,121.487,113.726,47,46,114.144,46,113.726,Buy,10,46,,,Buy,loss,-7.132999999999996,-5.881576885971779,Buyloss
10,2016-04-26T00:00:00+07:00,111.229,111.336,111.055,111.184,110.0155666,109.9385428,109.9169971,109.9958948,110.2477918,110.776981,3,2,114.144,256,107.63,111.88,5,320,111.184,319,115.197,Sell,11,320,,,Sell,win,2.960000000000008,2.593215587328294,Sellwin
11,2016-06-09T20:00:00+07:00,106.631,106.639,106.387,106.581,108.4928933,108.3549065,108.1558381,107.8606169,107.4380662,107.4100291,3,1,111.184,14,111.882,105.549,164,197,106.581,164,105.549,Buy,12,197,,,Buy,loss,-4.602999999999994,-4.139984170384223,Buyloss
12,2016-07-19T20:00:00+07:00,106.446,106.534,105.952,106.099,104.0583777,104.1346669,104.3195984,104.6549824,105.171378,105.119049,3,2,106.581,64,98.787,106.812,106,169,106.099,165,107.261,Sell,13,169,,,Sell,win,0.4819999999999993,0.4522382038074322,Sellwin
13,2016-08-04T00:00:00+07:00,101.339,101.342,101.091,101.231,103.7189342,103.5824225,103.371244,103.0191202,102.4401568,101.571,3,1,106.099,9,107.494,100.678,6,67,101.231,6,100.678,Buy,14,67,,,Buy,loss,-4.868000000000009,-4.588167654737565,Buyloss
14,2016-09-05T12:00:00+07:00,103.578,103.578,103.279,103.375,102.1063316,102.1933685,102.3563368,102.6244092,103.0158346,102.888447,3,2,101.231,53,99.539,104.32,4,136,103.375,4,104.32,Sell,15,136,,,Sell,loss,-2.1440000000000055,-2.1179283025950606,Sellloss
15,2016-09-23T12:00:00+07:00,101.103,101.113,100.768,100.966,101.8015202,101.7466558,101.6622978,101.5266745,101.3135556,101.3574821,3,1,103.375,5,103.807,100.099,8,84,100.966,8,100.099,Buy,16,84,,,Buy,loss,-2.409000000000006,-2.3303506650544192,Buyloss
16,2016-10-11T12:00:00+07:00,103.928,104.072,103.67,103.894,102.3810985,102.4934378,102.6537649,102.8838031,103.1963919,103.0168931,3,2,100.966,11,100.083,104.163,16,73,103.894,16,104.163,Sell,17,73,,,Sell,loss,-2.9280000000000115,-2.8999861339460926,Sellloss
17,2017-01-13T09:00:00+07:00,114.95,115.183,114.816,114.979,116.1372366,116.1372991,116.0546747,115.8701644,115.559342,116.2127819,3,1,103.894,283,118.662,113.757,5,395,114.979,270,101.19,Buy,18,395,,,Buy,win,11.084999999999994,10.669528557953292,Buywin
18,2017-03-14T16:00:00+07:00,115.056,115.138,114.796,114.865,114.0847659,114.1815707,114.3099931,114.4731518,114.6648752,114.49526,3,2,114.979,102,111.594,115.504,12,255,114.865,227,115.624,Sell,19,255,,,Sell,win,0.11400000000000432,0.09914854016820839,Sellwin
19,2017-03-23T00:00:00+07:00,111.028,111.177,110.731,111.158,113.3066519,113.2206987,113.0846772,112.8588815,112.4797227,112.1852919,3,1,114.865,0,115.138,110.731,39,38,111.158,38,110.731,Buy,20,38,,,Buy,loss,-3.7069999999999936,-3.227266791450828,Buyloss
20,2017-05-01T16:00:00+07:00,111.816,111.819,111.578,111.631,110.4571305,110.4814347,110.5684221,110.7466207,111.0416754,111.0251622,3,2,111.158,105,108.13,111.915,1,167,111.631,128,112.198,Sell,21,167,,,Sell,loss,-0.472999999999999,-0.4255204303783794,Sellloss
21,2017-06-06T08:00:00+07:00,110.169,110.19,109.731,109.887,111.3183697,111.2325771,111.1183961,110.9766537,110.8103096,111.1163535,3,1,111.631,45,114.368,109.731,110,154,109.887,154,109.731,Buy,22,154,,,Buy,loss,-1.7439999999999998,-1.5622900448800063,Buyloss
22,2017-06-28T00:00:00+07:00,112.38,112.443,112.064,112.34,111.1194423,111.1660551,111.2465538,111.3717671,111.5451696,111.5306694,3,2,109.887,41,108.802,112.467,1,95,112.34,1,112.467,Sell,23,95,,,Sell,loss,-2.453000000000003,-2.232293173896824,Sellloss
23,2017-07-19T16:00:00+07:00,112.039,112.084,111.574,111.631,112.6964907,112.7482633,112.7666908,112.7177944,112.5489501,112.6459223,3,1,112.34,59,114.495,111.574,36,94,111.631,94,111.574,Buy,24,94,,,Buy,loss,-0.7090000000000032,-0.6311198148477863,Buyloss
24,2017-09-19T08:00:00+07:00,111.442,111.675,111.373,111.626,109.9731536,110.040368,110.1549093,110.3415165,110.6438403,110.5726846,3,2,111.631,223,107.318,111.675,41,263,111.626,256,112.417,Sell,25,263,,,Sell,win,0.0049999999999954525,0.00447904255985833,Sellwin
25,2017-10-16T04:00:00+07:00,111.748,112.073,111.748,112.042,112.2336888,112.3084277,112.3559477,112.3567199,112.289464,112.17978,3,1,111.626,81,113.44,111.687,2,113,112.042,103,111.096,Buy,26,113,,,Buy,win,0.4159999999999968,0.3726730331643137,Buywin
26,2017-10-25T16:00:00+07:00,114.124,114.245,114.038,114.106,112.8331232,112.9441298,113.0664929,113.2177651,113.4333116,113.6005095,3,2,112.042,3,111.653,114.245,44,46,114.106,46,114.245,Sell,27,46,,,Sell,loss,-2.063999999999993,-1.8421663304832054,Sellloss
27,2017-11-22T17:00:00+07:00,112.08,112.179,111.892,111.984,113.013918,112.9536908,112.8582223,112.7197618,112.5362133,112.70262,3,1,114.106,45,114.737,111.886,15,120,111.984,15,111.886,Buy,28,120,,,Buy,loss,-2.122,-1.859674337896342,Buyloss
28,2017-12-09T01:00:00+07:00,113.519,113.548,113.444,113.448,112.4994288,112.501522,112.5320503,112.6136451,112.7734332,112.6017561,3,2,111.984,20,110.842,113.59,3,75,113.448,3,113.59,Sell,29,75,,,Sell,loss,-1.4639999999999986,-1.3073296185169299,Sellloss
29,2018-01-15T21:00:00+07:00,110.549,110.706,110.339,110.429,112.2006617,112.1038297,111.9703027,111.7796446,111.4950163,111.4278491,3,1,113.448,11,113.752,110.339,133,143,110.429,143,110.339,Buy,30,143,,,Buy,loss,-3.0189999999999912,-2.661131090896262,Buyloss
30,2018-04-11T04:00:00+07:00,107.188,107.253,106.967,107.098,106.538547,106.5873622,106.6653377,106.77554,106.9126899,106.7030346,3,2,110.429,297,104.629,107.493,20,369,107.098,353,111.482,Sell,31,369,,,Sell,win,3.331000000000003,3.0164177888054797,Sellwin
31,2018-08-10T08:00:00+07:00,110.861,111.03,110.677,110.792,111.3164217,111.3014475,111.2698453,111.2199995,111.1473475,111.185,3,1,107.098,429,113.176,110.588,65,523,110.792,519,106.65,Buy,32,523,,,Buy,win,3.6940000000000026,3.4491773889335025,Buywin
32,2018-09-17T08:00:00+07:00,112.101,112.122,111.956,111.975,111.3470148,111.3896444,111.4464352,111.5240125,111.6383254,111.6486533,3,2,110.792,43,109.774,112.169,3,157,111.975,3,112.169,Sell,33,157,,,Sell,loss,-1.1829999999999927,-1.067766625749145,Sellloss
33,2018-10-15T08:00:00+07:00,112.005,112.185,111.935,112.041,112.8852757,112.9061461,112.8887686,112.8052327,112.6154872,112.3188,3,1,111.975,77,114.55,111.831,8,120,112.041,115,111.663,Buy,34,120,,,Buy,win,0.0660000000000025,0.058941728064302305,Buywin
34,2018-11-07T09:00:00+07:00,113.555,113.818,113.106,113.145,112.815636,112.8520543,112.9040044,112.9828093,113.0982417,112.965,3,2,112.041,58,111.376,113.818,46,103,113.145,103,113.818,Sell,35,103,,,Sell,loss,-1.1039999999999992,-0.9853535759230989,Sellloss
35,2018-12-24T17:00:00+07:00,111.093,111.155,110.592,110.648,112.5215645,112.420065,112.2820903,112.0863752,111.7920913,111.3760955,3,1,113.145,19,114.233,110.592,182,200,110.648,200,110.592,Buy,36,200,,,Buy,loss,-2.497,-2.206902647045826,Buyloss
36,2019-01-24T05:00:00+07:00,109.594,109.642,109.451,109.485,109.337622,109.2639499,109.2370584,109.2786264,109.3977811,109.2917795,3,2,110.648,32,104.656,109.998,2,122,109.485,114,111.408,Sell,37,122,,,Sell,win,1.1629999999999967,1.0510809052129246,Sellwin
37,2019-05-06T20:00:00+07:00,110.907,110.959,110.797,110.805,111.4957288,111.4782277,111.4414,111.3751619,111.2651107,111.2933143,3,1,109.485,389,112.4,110.281,3,436,110.805,402,108.497,Buy,38,436,,,Buy,win,1.3200000000000074,1.2056446088505341,Buywin
38,2019-08-01T00:00:00+07:00,108.592,108.999,108.516,108.751,108.3198795,108.3497712,108.392573,108.4520457,108.5323636,108.452,3,2,110.805,214,106.78,108.999,161,374,108.751,373,110.959,Sell,39,374,,,Sell,win,2.054000000000002,1.8537069626821912,Sellwin
39,2019-08-10T00:00:00+07:00,105.539,105.704,105.508,105.684,107.1421402,107.0006474,106.8180262,106.5783743,106.2737361,106.3839674,3,1,108.751,1,109.317,105.267,1,42,105.684,1,105.267,Buy,40,42,,,Buy,loss,-3.0670000000000073,-2.820203952147573,Buyloss
40,2019-08-23T00:00:00+07:00,106.44,106.453,106.36,106.432,106.5302808,106.4542126,106.3935054,106.3664339,106.3941158,106.1589952,3,2,105.684,5,105.05,106.977,43,55,106.432,43,106.977,Sell,41,55,,,Sell,loss,-0.7480000000000047,-0.7077703342038574,Sellloss
41,2020-01-29T01:00:00+07:00,109.13,109.176,109.101,109.146,109.4689425,109.4755221,109.4660183,109.4231729,109.3162035,109.204,3,1,106.432,615,110.29,108.729,11,662,109.146,655,104.446,Buy,42,662,,,Buy,win,2.7139999999999986,2.5499849669272385,Buywin
42,2020-02-20T01:00:00+07:00,111.254,111.593,111.229,111.365,109.7756731,109.8263022,109.8897766,109.9724421,110.0873924,110.0322609,3,2,109.146,18,108.311,111.593,80,97,111.365,97,111.593,Sell,43,97,,,Sell,loss,-2.218999999999994,-2.033056639730264,Sellloss
43,2020-03-04T13:00:00+07:00,107.399,107.689,107.325,107.419,109.4295482,109.3281167,109.1646567,108.8968868,108.4583979,108.2583387,3,1,111.365,5,112.224,106.848,2,57,107.419,2,106.848,Buy,44,57,,,Buy,loss,-3.945999999999998,-3.5433035513850832,Buyloss
44,2020-03-24T20:00:00+07:00,110.787,111.627,110.597,111.477,108.2620966,108.3844102,108.6214287,109.040547,109.7052418,109.8878676,3,2,107.419,21,101.18,111.627,67,87,111.477,87,111.627,Sell,45,87,,,Sell,loss,-4.058000000000007,-3.777730196706362,Sellloss
45,2020-04-29T04:00:00+07:00,106.867,106.895,106.572,106.586,107.6705886,107.5999116,107.5154693,107.4153361,107.2913678,107.1812356,3,1,111.477,1,111.715,106.56,3,152,106.586,3,106.56,Buy,46,152,,,Buy,loss,-4.891000000000005,-4.38745212016829,Buyloss
46,2020-06-03T12:00:00+07:00,108.515,108.794,108.471,108.792,107.6301825,107.6798178,107.7446387,107.8273103,107.9420306,107.9199239,3,2,106.586,36,105.987,108.848,2,153,108.792,2,108.848,Sell,47,153,,,Sell,loss,-2.206000000000003,-2.0696902032161852,Sellloss
47,2020-06-18T20:00:00+07:00,106.794,107.023,106.666,106.882,107.5665497,107.5299006,107.4681239,107.3707288,107.2360183,107.184106,3,1,108.792,14,109.85,106.573,30,68,106.882,30,106.573,Buy,48,68,,,Buy,loss,-1.9099999999999966,-1.7556437973380363,Buyloss
48,2020-10-06T12:00:00+07:00,105.619,105.706,105.519,105.541,105.4684845,105.4604204,105.4645555,105.4866294,105.5272331,105.1839694,3,2,106.882,401,104.0,105.804,25,467,105.541,416,108.165,Sell,49,467,,,Sell,win,1.3410000000000082,1.2546546658932356,Sellwin
49,2020-10-28T04:00:00+07:00,104.414,104.556,104.396,104.466,105.1110564,105.0575702,104.9907562,104.9051904,104.7976823,104.9543358,3,1,105.541,10,106.108,104.341,26,94,104.466,26,104.341,Buy,50,94,,,Buy,loss,-1.0750000000000028,-1.0185615069025336,Buyloss
50,2021-02-03T01:00:00+07:00,105.1,105.104,104.945,104.954,104.1350648,104.2027979,104.2923144,104.4139093,104.5875371,104.8083824,3,2,104.466,289,102.591,105.173,1,408,104.954,343,105.677,Sell,51,408,,,Sell,loss,-0.48799999999999955,-0.46713763329695746,Sellloss
51,2021-04-15T08:00:00+07:00,108.876,108.932,108.805,108.868,109.4748938,109.5036668,109.4930523,109.4281058,109.2916319,109.1914263,3,1,104.954,242,110.966,108.752,6,308,108.868,275,104.409,Buy,52,308,,,Buy,win,3.9140000000000015,3.7292528155191813,Buywin
52,2021-06-18T00:00:00+07:00,110.311,110.323,110.164,110.164,109.7524228,109.8128265,109.8835621,109.9707911,110.0900232,109.9906891,3,2,108.868,39,107.477,110.824,5,275,110.164,5,110.824,Sell,53,275,,,Sell,loss,-1.2960000000000065,-1.1904324503067996,Sellloss
53,2021-08-04T12:00:00+07:00,109.083,109.237,109.026,109.191,109.8164897,109.7560438,109.6800174,109.5826231,109.4486203,109.3962165,3,1,110.164,63,111.658,108.877,4,201,109.191,4,108.877,Buy,54,201,,,Buy,loss,-0.972999999999999,-0.8832286409353318,Buyloss
54,2021-09-29T16:00:00+07:00,111.322,111.585,111.241,111.576,110.2772266,110.3481013,110.4491396,110.6009622,110.8414857,111.1167595,3,2,109.191,3,108.722,111.683,2,242,111.576,2,111.683,Sell,55,242,,,Sell,loss,-2.384999999999991,-2.1842459543368875,Sellloss
55,2022-01-21T05:00:00+07:00,114.077,114.15,113.736,113.805,114.6823837,114.6607452,114.6104624,114.5217879,114.3952988,114.7316586,3,1,111.576,414,116.352,113.481,27,489,113.805,470,110.822,Buy,56,489,,,Buy,win,2.2290000000000134,1.997741449774157,Buywin
56,2022-02-10T21:00:00+07:00,116.168,116.338,115.727,116.015,115.0290982,115.0854122,115.1598527,115.2617382,115.4024745,115.5042101,3,2,113.805,10,113.47,116.338,80,89,116.015,89,116.338,Sell,57,89,,,Sell,loss,-2.2099999999999937,-1.9419181934009873,Sellloss
